,n_rep,num_qubits,n_gadgets,method,mapping,cx,pre-cx,broken_chains,steiner_nodes,I-index,doubles,q-corr
317,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 4, 1, 3]",45,21,5,4,34,3,22
402,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 0, 5, 2]",46,21,5,4,34,3,22
197,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 5, 4, 1, 3]",48,22,6,7,42,3,18
341,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 4, 3, 1]",47,22,7,7,34,2,20
522,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 5, 0, 2]",44,22,6,7,42,3,18
378,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 0, 5, 2]",55,23,7,7,34,2,20
196,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 4, 5, 1, 3]",44,24,9,10,44,1,17
256,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 0, 5, 2, 3]",46,24,6,7,32,2,21
463,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 0, 4, 1]",43,24,6,7,32,2,21
523,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 4, 0, 2]",49,24,9,10,44,1,17
180,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 4, 1, 2, 5]",53,27,9,12,39,1,18
188,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 3, 1, 5, 2]",53,27,8,8,37,1,19
262,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 0, 5, 3, 2]",53,27,6,6,34,2,20
457,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 0, 4, 1]",44,27,6,6,34,2,20
531,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 3, 0, 4]",59,27,8,8,37,1,19
539,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 4, 0, 3]",49,27,9,12,39,1,18
571,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 1, 0, 2]",49,27,8,11,44,2,17
143,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 5, 4, 3, 2]",54,28,8,10,38,2,18
220,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 4, 5, 3, 1]",57,28,10,13,42,1,16
250,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 0, 2, 5, 3]",46,28,9,10,38,1,18
328,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 2, 1, 3]",49,28,8,10,43,2,16
337,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 0, 5, 4, 1]",47,28,8,9,38,2,18
382,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 0, 3, 2]",54,28,8,9,38,2,18
391,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 0, 5, 4]",54,28,8,10,43,2,16
469,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 0, 4, 1]",48,28,9,10,38,1,18
44,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 1, 3, 5, 2]",51,29,8,9,36,2,19
148,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 1, 4, 5, 3]",55,29,8,11,44,2,17
190,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 5, 1, 3, 2]",51,29,7,6,35,2,20
221,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 5, 4, 3, 1]",53,29,8,10,42,2,16
245,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 0, 5, 4, 3]",54,29,10,13,44,1,15
287,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 0, 4, 3, 2]",54,29,8,11,39,1,18
291,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 0, 1, 3, 4]",54,29,7,5,35,3,20
331,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 4, 1, 2]",56,29,7,9,38,2,20
388,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 0, 5, 3]",55,29,7,9,38,2,20
428,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 0, 5, 2]",59,29,7,5,35,3,20
474,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 0, 2, 1]",55,29,10,13,44,1,15
485,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 4, 0, 3]",64,29,10,14,40,0,17
500,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 5, 0, 2]",48,29,9,10,40,2,17
533,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 4, 0, 3]",60,29,7,8,38,1,20
675,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 1, 4, 0]",47,29,8,9,36,2,19
146,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 1, 4, 3, 5]",58,30,9,14,43,2,16
165,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 1, 3, 4, 2]",53,30,9,12,43,3,16
172,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 4, 1, 5, 3]",54,30,9,11,42,1,18
173,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 5, 1, 4, 3]",53,30,8,7,42,2,18
186,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 4, 1, 5, 2]",56,30,7,8,38,1,20
187,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 5, 1, 4, 2]",59,30,9,10,44,2,17
189,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 3, 1, 4, 2]",54,30,9,12,43,3,16
198,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 2, 4, 1, 5]",62,30,12,17,49,1,13
211,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 5, 4, 1, 2]",57,30,8,10,42,2,18
234,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 4, 5, 2, 1]",58,30,10,14,40,0,17
258,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 0, 4, 5, 2]",53,30,9,9,38,1,18
282,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 0, 4, 5, 2]",53,30,7,6,38,2,20
294,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 1, 4, 5]",55,30,9,12,43,2,16
299,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 1, 4, 3]",52,30,9,8,41,2,17
313,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 0, 5, 1, 4]",50,30,8,7,37,2,19
319,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 5, 1, 4]",52,30,8,8,39,2,18
355,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 4, 2, 1]",60,30,11,13,42,1,16
406,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 0, 3, 2]",48,30,8,7,37,2,19
420,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 0, 2, 5]",55,30,9,8,41,2,17
425,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 0, 2, 3]",61,30,9,12,43,2,16
432,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 0, 1, 5]",60,30,8,11,39,1,18
437,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 0, 1, 3]",54,30,7,6,38,2,20
498,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 5, 0, 2]",50,30,8,10,42,2,16
499,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 4, 0, 2]",46,30,10,13,42,1,16
508,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 5, 0, 3]",56,30,8,10,42,2,18
529,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 5, 0, 4]",44,30,7,6,35,2,20
530,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 3, 0, 5]",50,30,9,12,43,3,16
532,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 5, 0, 3]",58,30,9,10,44,2,17
546,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 5, 0, 2]",58,30,8,7,42,2,18
547,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 4, 0, 2]",52,30,9,11,42,1,18
554,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 1, 0, 5]",61,30,9,12,43,3,16
573,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 1, 0, 2]",52,30,9,14,43,2,16
576,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 5, 0, 1]",57,30,8,10,38,2,18
642,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 5, 2, 0]",53,30,10,12,42,2,16
649,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 5, 4, 0]",56,30,9,9,40,1,17
16,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 4, 5, 2, 3]",59,31,8,10,38,2,18
38,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 1, 3, 2, 5]",59,31,9,13,35,2,18
70,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 5, 1, 3, 2]",53,31,9,9,40,1,17
77,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 5, 4, 1, 3]",63,31,10,12,42,2,16
136,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 4, 5, 2, 3]",57,31,8,9,36,1,19
166,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 1, 5, 3, 2]",60,31,7,5,37,1,19
179,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 2, 1, 4, 3]",61,31,10,10,43,2,16
227,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 2, 4, 3, 1]",64,31,10,13,45,2,13
229,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 5, 2, 4, 1]",66,31,10,13,40,2,17
235,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 5, 4, 2, 1]",57,31,11,14,46,1,14
295,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 1, 5, 4]",55,31,10,10,43,1,16
300,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 0, 1, 2, 5]",53,31,9,10,39,1,18
312,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 0, 4, 1, 5]",54,31,8,12,39,1,18
326,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 0, 2, 1, 5]",56,31,10,15,46,0,13
342,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 4, 5, 1]",60,31,11,13,42,0,16
353,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 0, 2, 3, 1]",58,31,11,15,41,1,15
364,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 0, 5, 3]",61,31,11,13,42,1,16
366,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 0, 4, 5]",59,31,11,15,41,1,15
376,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 0, 2, 3]",65,31,8,10,40,2,17
386,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 0, 3, 5]",61,31,9,12,41,1,17
393,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 0, 3, 4]",56,31,10,15,46,0,13
424,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 0, 2, 3]",54,31,10,10,43,1,16
446,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 0, 1, 5]",60,31,11,15,42,1,15
465,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 0, 4, 1]",58,31,9,11,35,1,18
476,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 0, 2, 1]",56,31,10,14,41,1,15
484,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 5, 0, 3]",57,31,11,14,46,1,14
487,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 5, 0, 4]",58,31,7,12,31,2,20
490,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 5, 0, 3]",57,31,10,13,40,2,17
492,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 2, 0, 5]",64,31,10,13,45,2,13
521,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 2, 0, 3]",57,31,12,17,49,1,13
540,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 2, 0, 5]",61,31,10,10,43,2,16
553,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 1, 0, 4]",61,31,7,5,37,1,19
681,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 1, 4, 0]",55,31,9,13,35,2,18
697,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 4, 1, 0]",57,31,7,9,40,2,17
702,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 5, 1, 0]",57,31,11,12,46,1,14
703,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 4, 1, 0]",55,31,8,10,38,2,18
10,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 4, 2, 5, 3]",57,32,9,13,42,2,16
21,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 5, 3, 4, 2]",66,32,11,14,46,1,14
22,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 4, 5, 3, 2]",60,32,7,9,40,2,17
33,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 1, 2, 3, 4]",57,32,10,14,39,1,16
41,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 1, 4, 2, 3]",59,32,10,11,42,2,16
43,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 1, 5, 4, 2]",63,32,11,14,48,1,13
45,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 1, 3, 4, 2]",65,32,10,13,44,2,15
69,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 3, 1, 4, 2]",54,32,9,13,42,3,16
101,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 5, 4, 3, 1]",53,32,11,15,42,1,14
152,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 1, 2, 3, 5]",57,32,9,12,38,1,17
158,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 1, 3, 2, 5]",61,32,8,10,34,2,19
167,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 1, 4, 3, 2]",60,32,7,9,37,3,19
203,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 2, 4, 1, 3]",62,32,9,10,45,3,15
209,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 4, 2, 1, 3]",60,32,10,11,43,2,16
219,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 5, 3, 4, 1]",53,32,9,10,40,2,17
228,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 4, 2, 5, 1]",60,32,11,16,42,0,16
233,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 4, 2, 3, 1]",58,32,10,14,39,2,16
242,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 0, 4, 3, 5]",56,32,12,17,43,0,14
254,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 0, 3, 2, 5]",56,32,9,11,35,1,18
270,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 0, 2, 4, 5]",53,32,11,13,49,2,13
286,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 0, 5, 3, 2]",55,32,5,4,35,3,20
323,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 0, 4, 1, 3]",62,32,9,8,39,2,18
333,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 4, 1, 2]",68,32,9,12,41,1,17
343,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 0, 5, 4, 1]",56,32,8,10,40,2,17
349,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 0, 2, 4, 1]",65,32,10,12,44,2,15
367,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 0, 5, 4]",59,32,8,13,39,2,16
370,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 0, 5, 3]",56,32,10,12,44,2,15
394,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 0, 5, 3]",53,32,9,10,41,2,17
400,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 0, 2, 3]",49,32,8,8,39,2,18
407,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 0, 3, 2]",63,32,8,12,39,1,18
426,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 0, 5, 2]",59,32,6,4,36,3,21
430,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 0, 3, 2]",56,32,9,9,41,1,17
444,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 0, 1, 5]",59,32,12,14,49,1,13
447,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 0, 1, 4]",68,32,8,11,40,2,16
477,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 0, 2, 1]",59,32,12,17,43,0,14
486,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 4, 0, 5]",64,32,10,14,39,2,16
491,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 4, 0, 3]",55,32,11,16,42,0,16
496,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 2, 0, 3]",66,32,11,14,42,1,16
510,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 4, 0, 5]",59,32,10,11,43,2,16
528,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 4, 0, 5]",55,32,6,8,35,3,20
534,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 4, 0, 5]",62,32,8,9,37,2,19
579,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 4, 0, 1]",62,32,8,9,36,1,19
581,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 3, 0, 1]",56,32,10,11,40,1,17
607,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 5, 4, 0]",52,32,10,15,36,1,17
637,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 2, 4, 0]",61,32,11,14,42,1,16
638,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 2, 5, 0]",61,32,7,12,33,3,19
673,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 1, 4, 0]",59,32,8,8,38,1,18
676,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 1, 3, 0]",60,32,11,14,48,1,13
678,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 1, 5, 0]",59,32,10,11,42,2,16
686,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 1, 5, 0]",56,32,10,14,39,1,16
698,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 5, 1, 0]",60,32,11,14,46,1,14
715,,6,17,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 2, 1, 0]",58,32,12,16,48,1,13
2,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 2, 4, 3, 5]",63,33,12,19,47,1,12
11,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 5, 2, 4, 3]",63,33,11,14,44,1,15
17,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 5, 4, 2, 3]",58,33,11,12,46,1,14
20,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 4, 3, 5, 2]",66,33,8,10,38,2,18
23,,6,17,pauli_polynomial_dynamic_ordering,"[0, 1, 5, 4, 3, 2]",64,33,10,11,42,1,16
27,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 1, 5, 3, 4]",57,33,11,16,45,0,13
34,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 1, 2, 5, 3]",56,33,9,12,38,1,18
62,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 3, 1, 2, 5]",50,33,10,15,39,1,16
65,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 4, 1, 2, 3]",59,33,9,10,40,2,17
79,,6,17,pauli_polynomial_dynamic_ordering,"[0, 3, 2, 5, 1, 4]",57,33,9,16,37,1,17
80,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 2, 3, 1, 5]",65,33,12,20,43,1,14
81,,6,17,pauli_polynomial_dynamic_ordering,"[0, 5, 2, 3, 1, 4]",55,33,7,12,33,3,19
88,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 5, 2, 1, 3]",61,33,10,12,40,1,17
98,,6,17,pauli_polynomial_dynamic_ordering,"[0, 2, 4, 3, 5, 1]",54,33,13,21,48,0,11
112,,6,17,pauli_polynomial_dynamic_ordering,"[0, 4, 5, 2, 3, 1]",62,33,10,15,36,1,17
138,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 3, 4, 5, 2]",56,33,10,11,40,1,17
140,,6,17,pauli_polynomial_dynamic_ordering,"[1, 0, 4, 3, 5, 2]",67,33,8,9,36,1,19
151,,6,17,pauli_polynomial_dynamic_ordering,"[3, 0, 1, 2, 5, 4]",62,33,10,13,41,1,17
159,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 1, 3, 2, 4]",57,33,9,14,40,3,16
168,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 3, 1, 4, 5]",60,33,10,15,45,2,15
171,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 5, 1, 3, 4]",53,33,8,8,41,2,17
177,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 2, 1, 3, 4]",65,33,9,11,42,2,15
184,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 5, 1, 2, 3]",57,33,8,7,37,1,19
185,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 4, 1, 2, 3]",58,33,8,9,37,2,19
191,,6,17,pauli_polynomial_dynamic_ordering,"[5, 0, 4, 1, 3, 2]",58,33,6,8,35,3,20
193,,6,17,pauli_polynomial_dynamic_ordering,"[2, 0, 3, 5, 1, 4]",56,33,10,11,43,1,16
206,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 3, 2, 1, 5]",64,33,10,16,40,0,16
208,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 5, 2, 1, 3]",63,33,7,9,35,2,20
232,,6,17,pauli_polynomial_dynamic_ordering,"[4, 0, 5, 2, 3, 1]",63,33,7,12,31,2,20
240,,6,17,pauli_polynomial_dynamic_ordering,"[1, 2, 0, 3, 4, 5]",57,33,12,18,47,0,12
246,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 0, 2, 4, 5]",66,33,12,16,49,1,11
247,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 0, 2, 5, 4]",62,33,10,14,41,1,15
263,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 0, 4, 3, 2]",64,33,8,11,36,1,19
264,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 0, 3, 4, 5]",58,33,10,14,45,1,15
272,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 0, 2, 3, 5]",62,33,8,11,40,2,16
281,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 0, 4, 2, 3]",59,33,10,12,43,1,16
283,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 0, 5, 4, 2]",60,33,7,8,44,3,17
304,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 0, 1, 2, 3]",52,33,8,8,39,2,18
309,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 0, 1, 4, 2]",51,33,9,12,45,2,15
330,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 0, 5, 1, 2]",57,33,7,8,40,1,19
377,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 0, 2, 3]",61,33,11,13,42,0,16
389,,6,17,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 0, 4, 3]",56,33,7,8,40,1,19
396,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 0, 2, 5]",58,33,9,8,39,2,18
401,,6,17,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 0, 2, 3]",70,33,10,13,41,1,17
404,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 0, 5, 2]",65,33,7,5,35,3,20
410,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 0, 3, 5]",56,33,9,12,45,2,15
419,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 0, 4, 3]",62,33,9,10,39,1,18
433,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 0, 1, 4]",59,33,5,4,35,3,20
434,,6,17,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 0, 1, 5]",60,33,10,14,47,1,14
439,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 0, 1, 4]",63,33,5,5,33,3,21
442,,6,17,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 0, 1, 3]",56,33,8,10,39,3,18
456,,6,17,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 0, 5, 1]",61,33,8,11,36,1,19
468,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 0, 5, 1]",56,33,11,14,46,1,14
472,,6,17,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 0, 3, 1]",62,33,10,14,41,1,15
473,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 0, 3, 1]",62,33,12,16,49,1,11
479,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 0, 2, 1]",60,33,12,18,47,0,12
516,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 2, 0, 5]",64,33,9,10,45,3,15
524,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 5, 0, 2]",56,33,7,8,39,3,18
526,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 3, 0, 2]",63,33,10,11,43,1,16
542,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 2, 0, 5]",63,33,9,11,42,2,15
548,,6,17,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 5, 0, 2]",68,33,8,8,41,2,17
551,,6,17,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 3, 0, 2]",53,33,10,15,45,2,15
558,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 1, 0, 5]",59,33,8,10,41,3,17
561,,6,17,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 1, 0, 4]",53,33,8,10,34,2,19
567,,6,17,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 1, 0, 4]",68,33,9,12,38,1,17
570,,6,17,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 1, 0, 2]",50,33,10,10,46,1,16
582,,6,17,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 5, 0, 1]",60,33,9,11,42,2,16
618,,6,17,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 5, 2, 0]",60,33,11,15,42,1,14
620,,6,17,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 5, 2, 0]",59,33,10,15,40,1,15
621,,6,17,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 4, 2, 0]",56,33,13,21,48,0,11
631,,6,17,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 5, 4, 0]",57,33,10,12,40,1,17
640,,6,17,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 2, 3, 0]",56,33,9,16,37,1,17
651,,6,17,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 3, 4, 0]",52,33,9,11,38,1,18
