,n_rep,num_qubits,n_gadgets,method,mapping,cx,pre-cx,broken_chains,steiner_nodes,steiner_nodesx,steiner_nodesz,I-index,doubles,q-corr
537,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 3, 0, 4]",107,81,26,40,23,19,91,3,42
538,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 1, 5, 0, 3]",115,84,24,37,11,22,97,4,41
539,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 4, 0, 3]",106,74,26,41,21,18,96,4,39
540,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 2, 0, 5]",102,72,22,37,12,24,90,7,42
541,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 2, 0, 4]",96,65,24,40,15,20,95,5,42
542,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 2, 0, 5]",102,68,23,35,13,24,85,6,45
543,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 1, 2, 0, 4]",100,68,26,43,21,19,89,4,43
544,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 2, 0, 3]",107,72,25,40,16,22,95,5,42
545,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 2, 0, 3]",104,75,26,45,21,21,94,5,40
546,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 5, 0, 2]",95,67,23,29,6,18,91,6,44
547,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 4, 0, 2]",107,74,26,37,13,15,95,4,42
548,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 5, 0, 2]",97,69,20,27,7,18,86,5,47
549,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 1, 4, 0, 2]",106,73,25,40,19,14,89,3,43
550,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 3, 0, 2]",87,68,23,36,16,18,90,3,45
551,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 3, 0, 2]",89,65,25,41,21,17,89,3,43
552,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 1, 0, 5]",98,71,26,46,18,26,97,4,39
553,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 1, 0, 4]",101,73,25,41,16,26,102,2,39
554,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 1, 0, 5]",99,70,24,43,18,22,89,3,43
555,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 1, 0, 4]",91,61,23,38,19,22,90,2,45
556,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 1, 0, 3]",111,82,26,39,15,17,99,2,40
557,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 1, 0, 3]",111,78,26,39,18,17,95,3,42
558,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 1, 0, 5]",109,77,30,48,17,28,104,2,35
559,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 1, 0, 4]",94,67,28,43,15,28,105,2,37
560,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 1, 0, 5]",107,77,28,43,18,24,99,1,38
561,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 1, 0, 4]",94,65,28,43,24,23,99,1,38
562,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 1, 0, 3]",96,68,25,39,15,19,97,2,41
563,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 1, 0, 3]",110,77,27,44,23,18,96,2,39
564,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 1, 0, 5]",101,77,26,41,14,25,94,5,40
565,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 1, 0, 4]",96,65,25,40,16,25,95,4,42
566,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 1, 0, 5]",100,76,26,39,15,25,97,5,39
567,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 1, 0, 4]",100,68,27,43,22,24,101,3,37
568,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 1, 0, 3]",92,67,24,40,18,20,95,4,42
569,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 1, 0, 3]",92,67,26,45,23,19,98,3,38
570,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 1, 0, 2]",97,67,24,28,8,16,93,5,43
571,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 1, 0, 2]",100,70,25,32,12,16,93,4,43
572,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 1, 0, 2]",92,66,20,26,9,16,88,5,46
573,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 1, 0, 2]",95,63,22,35,18,15,87,5,44
574,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 1, 0, 2]",93,66,21,31,15,16,88,3,46
575,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 1, 0, 2]",105,76,22,36,20,15,87,4,44
576,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 5, 0, 1]",95,71,25,41,20,21,96,4,42
577,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 4, 0, 1]",104,71,26,41,22,22,100,2,40
578,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 5, 0, 1]",110,79,23,38,20,17,88,4,46
579,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 4, 0, 1]",104,79,23,38,25,18,88,4,46
580,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 3, 0, 1]",106,70,23,38,23,14,92,2,44
581,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 3, 0, 1]",103,78,22,38,26,14,88,4,46
582,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 5, 0, 1]",98,75,27,43,19,23,103,2,38
583,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 4, 0, 1]",99,69,26,43,21,24,103,2,38
584,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 5, 0, 1]",100,67,25,38,20,19,98,2,41
585,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 4, 0, 1]",102,73,26,43,30,19,97,3,39
586,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 3, 0, 1]",98,68,23,38,23,16,90,2,45
587,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 3, 0, 1]",101,72,25,43,31,15,89,3,43
588,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 5, 0, 1]",105,78,24,36,16,20,91,4,44
589,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 4, 0, 1]",108,74,26,40,22,21,95,2,42
590,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 5, 0, 1]",104,77,24,34,17,20,94,4,43
591,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 4, 0, 1]",96,66,29,43,28,20,101,1,37
592,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 3, 0, 1]",93,64,25,39,26,17,98,2,41
593,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 3, 0, 1]",101,76,28,44,31,16,101,1,37
594,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 2, 0, 1]",89,68,21,31,16,17,89,5,45
595,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 2, 0, 1]",84,62,24,35,20,17,93,3,43
596,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 2, 0, 1]",96,67,21,29,17,17,84,5,48
597,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 2, 0, 1]",102,73,25,38,26,16,87,4,44
598,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 2, 0, 1]",94,68,24,34,23,17,96,3,42
599,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 2, 0, 1]",95,66,25,39,28,16,95,4,40
600,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 4, 5, 0]",111,81,24,36,20,23,99,6,41
601,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 3, 5, 4, 0]",108,82,25,36,21,21,103,4,39
602,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 3, 5, 0]",103,72,23,34,18,22,91,6,45
603,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 3, 4, 0]",97,68,22,33,21,17,91,6,45
604,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 4, 5, 3, 0]",108,75,24,33,18,19,95,4,43
605,,6,37,pauli_polynomial_dynamic_ordering,"[1, 2, 5, 4, 3, 0]",87,64,22,32,20,16,91,6,45
606,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 4, 5, 0]",98,69,27,37,20,23,101,2,40
607,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 2, 5, 4, 0]",105,69,26,37,21,21,101,2,40
608,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 3, 5, 0]",106,80,26,35,17,25,101,3,40
609,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 3, 4, 0]",102,74,25,37,24,16,101,4,40
610,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 2, 5, 3, 0]",99,70,25,34,17,22,93,3,44
611,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 2, 4, 3, 0]",103,75,25,36,23,15,93,4,44
612,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 2, 5, 0]",104,74,23,33,17,21,89,4,46
613,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 2, 4, 0]",99,66,25,37,21,16,93,2,44
614,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 2, 5, 0]",106,76,23,33,16,24,97,5,42
615,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 2, 4, 0]",100,62,27,40,24,15,105,2,38
616,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 2, 3, 0]",104,74,26,36,19,21,101,3,40
617,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 2, 3, 0]",98,71,28,39,23,17,105,2,38
618,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 4, 5, 2, 0]",96,66,20,30,16,16,87,5,47
619,,6,37,pauli_polynomial_dynamic_ordering,"[1, 3, 5, 4, 2, 0]",106,75,23,34,19,13,91,3,45
620,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 3, 5, 2, 0]",102,66,20,30,15,19,87,6,47
621,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 3, 4, 2, 0]",113,77,23,37,22,12,91,5,45
622,,6,37,pauli_polynomial_dynamic_ordering,"[1, 4, 5, 3, 2, 0]",101,72,24,34,18,19,99,4,41
623,,6,37,pauli_polynomial_dynamic_ordering,"[1, 5, 4, 3, 2, 0]",114,78,24,37,22,15,99,5,41
624,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 4, 5, 0]",91,68,22,36,16,24,91,6,45
625,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 3, 5, 4, 0]",95,69,24,36,17,22,95,4,43
626,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 3, 5, 0]",101,71,20,34,14,23,91,7,45
627,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 3, 4, 0]",101,73,21,33,17,18,95,6,43
628,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 4, 5, 3, 0]",105,72,23,33,14,20,95,5,43
629,,6,37,pauli_polynomial_dynamic_ordering,"[2, 1, 5, 4, 3, 0]",96,68,22,32,16,17,95,6,43
630,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 4, 5, 0]",96,68,25,39,15,26,98,4,41
631,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 2, 5, 4, 0]",106,75,25,39,16,24,98,4,41
632,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 3, 5, 0]",93,61,24,35,13,28,101,5,40
633,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 3, 4, 0]",102,73,26,42,25,18,104,5,36
634,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 2, 5, 3, 0]",114,80,23,34,13,25,93,5,44
635,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 2, 4, 3, 0]",103,74,25,41,24,17,96,5,40
636,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 2, 5, 0]",99,75,24,35,12,24,96,3,42
637,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 2, 4, 0]",100,65,26,39,16,19,100,2,40
638,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 2, 5, 0]",99,71,25,33,12,27,99,3,41
639,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 3, 2, 4, 0]",100,76,30,45,25,17,106,1,35
640,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 2, 3, 0]",110,78,26,36,15,24,103,3,39
641,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 2, 3, 0]",85,65,29,44,24,19,106,2,35
642,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 4, 5, 2, 0]",101,72,23,32,11,19,94,4,43
643,,6,37,pauli_polynomial_dynamic_ordering,"[3, 1, 5, 4, 2, 0]",94,74,25,36,14,16,98,3,41
644,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 3, 5, 2, 0]",90,63,22,30,11,22,89,4,46
645,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 3, 4, 2, 0]",91,67,25,42,23,14,92,4,42
646,,6,37,pauli_polynomial_dynamic_ordering,"[4, 1, 5, 3, 2, 0]",102,72,24,34,14,22,101,4,40
647,,6,37,pauli_polynomial_dynamic_ordering,"[5, 1, 4, 3, 2, 0]",92,68,25,42,23,17,100,5,38
648,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 4, 5, 0]",103,75,27,41,15,28,101,3,40
649,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 1, 5, 4, 0]",102,72,28,41,16,26,105,2,38
650,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 3, 5, 0]",102,70,23,36,13,23,93,3,44
651,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 3, 4, 0]",89,63,23,35,19,18,93,4,44
652,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 1, 5, 3, 0]",100,71,24,35,13,20,97,3,42
653,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 1, 4, 3, 0]",103,73,23,34,18,17,93,5,44
654,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 4, 5, 0]",98,71,27,43,14,30,106,5,37
655,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 1, 5, 4, 0]",98,72,28,43,15,28,110,4,35
656,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 1, 3, 5, 0]",101,75,24,36,13,25,93,4,44
657,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 3, 4, 0]",93,73,25,40,24,19,92,5,42
658,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 1, 5, 3, 0]",93,63,23,35,13,22,97,4,42
659,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 1, 4, 3, 0]",99,72,23,39,23,18,92,6,42
660,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 2, 5, 0]",93,68,22,32,8,25,94,7,43
661,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 2, 4, 0]",97,69,26,40,16,20,102,4,39
662,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 2, 5, 0]",85,60,23,30,9,25,89,6,46
663,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 1, 2, 4, 0]",94,64,28,43,22,19,96,3,40
664,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 2, 3, 0]",102,77,27,38,18,22,105,4,38
665,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 2, 3, 0]",113,76,28,43,23,21,104,4,36
666,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 1, 5, 2, 0]",103,70,23,29,7,20,94,6,43
667,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 1, 4, 2, 0]",99,72,26,37,14,17,98,4,41
668,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 1, 5, 2, 0]",91,68,22,27,8,20,89,5,46
669,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 1, 4, 2, 0]",99,68,26,40,20,16,92,3,42
670,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 1, 3, 2, 0]",108,74,27,36,17,20,101,3,40
671,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 1, 3, 2, 0]",96,75,28,41,22,19,100,3,38
672,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 1, 5, 0]",107,81,25,41,14,27,101,5,40
673,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 1, 4, 0]",92,70,26,41,17,26,105,3,38
674,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 1, 5, 0]",101,72,23,38,14,23,93,4,44
675,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 1, 4, 0]",108,75,24,38,20,22,93,3,44
676,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 1, 3, 0]",103,74,24,37,17,17,97,2,42
677,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 1, 3, 0]",93,67,24,37,20,17,93,3,44
678,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 1, 5, 0]",90,62,29,43,13,29,108,3,36
679,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 1, 4, 0]",105,69,28,43,16,28,108,3,36
680,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 1, 5, 0]",107,77,27,38,14,25,103,2,39
681,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 1, 4, 0]",97,71,28,43,25,23,102,2,37
682,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 1, 3, 0]",94,67,24,37,17,19,95,2,43
683,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 1, 3, 0]",84,62,26,42,25,18,94,2,41
684,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 1, 5, 0]",91,63,25,36,10,26,98,6,41
685,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 1, 4, 0]",97,69,25,40,17,25,98,5,41
686,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 1, 5, 0]",90,62,25,34,11,26,101,6,40
687,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 1, 4, 0]",94,64,27,43,23,24,104,4,36
688,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 1, 3, 0]",99,72,25,38,20,20,93,4,44
689,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 1, 3, 0]",98,73,27,43,25,19,96,3,40
690,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 1, 2, 0]",91,67,22,28,9,18,96,7,42
691,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 1, 2, 0]",98,71,23,32,13,18,96,6,42
692,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 1, 2, 0]",97,69,20,26,10,18,91,7,45
693,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 1, 2, 0]",102,80,21,35,19,17,90,7,43
694,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 1, 2, 0]",99,69,23,31,16,18,91,5,45
695,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 1, 2, 0]",100,71,23,36,21,17,90,6,43
696,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 4, 5, 1, 0]",106,79,26,41,17,24,103,4,39
697,,6,37,pauli_polynomial_dynamic_ordering,"[2, 3, 5, 4, 1, 0]",107,75,26,41,19,25,103,3,39
698,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 3, 5, 1, 0]",96,67,23,38,17,20,95,4,43
699,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 3, 4, 1, 0]",107,78,22,38,22,21,91,5,45
700,,6,37,pauli_polynomial_dynamic_ordering,"[2, 4, 5, 3, 1, 0]",112,83,23,38,20,17,95,2,43
701,,6,37,pauli_polynomial_dynamic_ordering,"[2, 5, 4, 3, 1, 0]",106,77,22,38,23,17,91,4,45
702,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 4, 5, 1, 0]",104,69,30,43,16,26,110,2,35
703,,6,37,pauli_polynomial_dynamic_ordering,"[3, 2, 5, 4, 1, 0]",104,74,28,43,18,27,106,3,37
704,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 3, 5, 1, 0]",89,66,26,38,17,22,105,2,38
705,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 3, 4, 1, 0]",100,75,26,43,27,22,100,4,38
706,,6,37,pauli_polynomial_dynamic_ordering,"[4, 2, 5, 3, 1, 0]",110,78,24,38,20,19,93,2,44
707,,6,37,pauli_polynomial_dynamic_ordering,"[5, 2, 4, 3, 1, 0]",99,74,26,43,28,18,92,3,42
708,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 2, 5, 1, 0]",102,72,27,36,13,23,98,4,41
709,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 2, 4, 1, 0]",95,72,27,40,19,24,98,3,41
710,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 2, 5, 1, 0]",101,71,26,34,14,23,101,4,40
711,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 2, 4, 1, 0]",107,76,29,43,25,23,104,2,36
712,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 2, 3, 1, 0]",111,81,27,39,23,20,101,2,40
713,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 2, 3, 1, 0]",100,77,30,44,28,19,104,1,36
714,,6,37,pauli_polynomial_dynamic_ordering,"[3, 4, 5, 2, 1, 0]",104,73,23,31,13,20,96,6,42
715,,6,37,pauli_polynomial_dynamic_ordering,"[3, 5, 4, 2, 1, 0]",107,71,25,35,17,20,100,4,40
716,,6,37,pauli_polynomial_dynamic_ordering,"[4, 3, 5, 2, 1, 0]",92,61,22,29,14,20,91,6,45
717,,6,37,pauli_polynomial_dynamic_ordering,"[5, 3, 4, 2, 1, 0]",98,72,25,38,23,19,94,5,41
718,,6,37,pauli_polynomial_dynamic_ordering,"[4, 5, 3, 2, 1, 0]",92,62,25,34,20,20,103,4,39
719,,6,37,pauli_polynomial_dynamic_ordering,"[5, 4, 3, 2, 1, 0]",96,67,26,39,25,19,102,5,37
